Variation #,Tensors,Dim
241,"List[Tensor] tensors = [<[1, 384, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>]",int dim = 1
242,"List[Tensor] tensors = [<[1, 384, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>]",int dim = 1
243,"List[Tensor] tensors = [<[1, 384, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>]",int dim = 1
244,"List[Tensor] tensors = [<[1, 384, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>]",int dim = 1
245,"List[Tensor] tensors = [<[1, 384, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>]",int dim = 1
246,"List[Tensor] tensors = [<[1, 384, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>]",int dim = 1
247,"List[Tensor] tensors = [<[1, 384, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>]",int dim = 1
248,"List[Tensor] tensors = [<[1, 384, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>, <[1, 48, 14, 14]>]",int dim = 1
249,"List[Tensor] tensors = [<[1, 1056, 7, 7]>]",int dim = 1
250,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
251,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
252,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
253,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
254,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
255,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
256,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
257,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
258,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
259,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
260,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
261,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
262,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
263,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
264,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
265,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
266,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
267,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
268,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
269,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
270,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
271,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
272,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
273,"List[Tensor] tensors = [<[1, 1056, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>, <[1, 48, 7, 7]>]",int dim = 1
274,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
275,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
276,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
277,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
278,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
279,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
280,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
281,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
282,"List[Tensor] tensors = [<[1, 640, 7, 7]>]",int dim = 1
283,"List[Tensor] tensors = [<[1, 640, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
284,"List[Tensor] tensors = [<[1, 640, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
285,"List[Tensor] tensors = [<[1, 640, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
286,"List[Tensor] tensors = [<[1, 640, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
287,"List[Tensor] tensors = [<[1, 640, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
288,"List[Tensor] tensors = [<[1, 640, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
