Variation #,Input,Size
1006,"Tensor<[64, 64, 32]> input = ?","List[int] size = [4, 16, 64, 32]"
1007,"Tensor<[256, 512]> input = ?","List[int] size = [4, 64, 512]"
1008,"Tensor<[4, 64, 512]> input = ?","List[int] size = [1, 2, 2, 8, 8, 512]"
1009,"Tensor<[1, 16, 16, 512]> input = ?","List[int] size = [256, 512]"
1010,"Tensor<[256, 2048]> input = ?","List[int] size = [1, 16, 16, 2048]"
1011,"Tensor<[1, 16, 16, 2048]> input = ?","List[int] size = [256, 2048]"
1012,"Tensor<[16, 16]> input = ?","List[int] size = [2, 8, 2, 8]"
1013,"Tensor<[4, 16, 64, 64]> input = ?","List[int] size = [1, 4, 16, 64, 64]"
1014,"Tensor<[1, 4, 16, 64, 64]> input = ?","List[int] size = [-1, 16, 64, 64]"
1015,"Tensor<[1, 8, 8, 2048]> input = ?","List[int] size = [64, 2048]"
1016,"Tensor<[64, 1024]> input = ?","List[int] size = [1, 8, 8, 1024]"
1017,"Tensor<[225, 32]> input = ?","List[int] size = [1, 15, 15, 32]"
1018,"Tensor<[1, 15, 15, 32]> input = ?","List[int] size = [-1, 32]"
1019,"Tensor<[4096, 32]> input = ?","List[int] size = [64, 64, -1]"
1020,"Tensor<[1, 8, 8, 1024]> input = ?","List[int] size = [1, 1, 8, 1, 8, 1024]"
1021,"Tensor<[1, 1, 1, 8, 8, 1024]> input = ?","List[int] size = [1, 64, 1024]"
1022,"Tensor<[1, 64, 1024]> input = ?","List[int] size = [64, 1024]"
1023,"Tensor<[64, 3072]> input = ?","List[int] size = [1, 64, 3072]"
1024,"Tensor<[1, 64, 3072]> input = ?","List[int] size = [1, 64, 3, 32, 32]"
1025,"Tensor<[1, 32, 64, 32]> input = ?","List[int] size = [32, 64, 32]"
1026,"Tensor<[1, 32, 32, 64]> input = ?","List[int] size = [32, 32, 64]"
1027,"Tensor<[32, 64, 64]> input = ?","List[int] size = [1, 32, 64, 64]"
1028,"Tensor<[1, 32, 64, 64]> input = ?","List[int] size = [32, 64, 64]"
1029,"Tensor<[32, 64, 32]> input = ?","List[int] size = [1, 32, 64, 32]"
1030,"Tensor<[64, 1024]> input = ?","List[int] size = [1, 64, 1024]"
1031,"Tensor<[1, 64, 1024]> input = ?","List[int] size = [1, 1, 1, 8, 8, 1024]"
1032,"Tensor<[1, 1, 8, 1, 8, 1024]> input = ?","List[int] size = [1, 8, 8, 1024]"
1033,"Tensor<[1, 8, 8, 1024]> input = ?","List[int] size = [64, 1024]"
1034,"Tensor<[64, 4096]> input = ?","List[int] size = [1, 8, 8, 4096]"
1035,"Tensor<[1, 8, 8, 4096]> input = ?","List[int] size = [64, 4096]"
1036,"Tensor<[225, 3]> input = ?","List[int] size = [1, 15, 15, 3]"
1037,"Tensor<[1, 15, 15, 3]> input = ?","List[int] size = [-1, 3]"
1038,"Tensor<[4096, 3]> input = ?","List[int] size = [64, 64, -1]"
1039,"Tensor<[1, 64, 64, 96]> input = ?","List[int] size = [1, 8, 8, 8, 8, 96]"
1040,"Tensor<[64, 64, 96]> input = ?","List[int] size = [4096, 96]"
1041,"Tensor<[4096, 288]> input = ?","List[int] size = [64, 64, 288]"
1042,"Tensor<[64, 64, 288]> input = ?","List[int] size = [64, 64, 3, 3, 32]"
1043,"Tensor<[192, 64, 64]> input = ?","List[int] size = [64, 3, 64, 64]"
1044,"Tensor<[64, 3, 64, 64]> input = ?","List[int] size = [192, 64, 64]"
1045,"Tensor<[192, 64, 32]> input = ?","List[int] size = [64, 3, 64, 32]"
1046,"Tensor<[4096, 96]> input = ?","List[int] size = [64, 64, 96]"
1047,"Tensor<[64, 64, 96]> input = ?","List[int] size = [1, 8, 8, 8, 8, 96]"
1048,"Tensor<[1, 64, 64, 96]> input = ?","List[int] size = [4096, 96]"
1049,"Tensor<[4096, 384]> input = ?","List[int] size = [1, 64, 64, 384]"
1050,"Tensor<[1, 64, 64, 384]> input = ?","List[int] size = [4096, 384]"
1051,"Tensor<[4096, 96]> input = ?","List[int] size = [1, 64, 64, 96]"
1052,"Tensor<[64, 3, 64, 64]> input = ?","List[int] size = [1, 64, 3, 64, 64]"
1053,"Tensor<[1, 64, 3, 64, 64]> input = ?","List[int] size = [-1, 3, 64, 64]"
1054,"Tensor<[1, 32, 32, 384]> input = ?","List[int] size = [1024, 384]"
1055,"Tensor<[1024, 192]> input = ?","List[int] size = [1, 32, 32, 192]"
1056,"Tensor<[225, 6]> input = ?","List[int] size = [1, 15, 15, 6]"
1057,"Tensor<[1, 15, 15, 6]> input = ?","List[int] size = [-1, 6]"
1058,"Tensor<[4096, 6]> input = ?","List[int] size = [64, 64, -1]"
1059,"Tensor<[1, 32, 32, 192]> input = ?","List[int] size = [1, 4, 8, 4, 8, 192]"
1060,"Tensor<[16, 64, 192]> input = ?","List[int] size = [1024, 192]"
1061,"Tensor<[1024, 576]> input = ?","List[int] size = [16, 64, 576]"
1062,"Tensor<[16, 64, 576]> input = ?","List[int] size = [16, 64, 3, 6, 32]"
1063,"Tensor<[96, 64, 64]> input = ?","List[int] size = [16, 6, 64, 64]"
1064,"Tensor<[16, 6, 64, 64]> input = ?","List[int] size = [96, 64, 64]"
1065,"Tensor<[96, 64, 32]> input = ?","List[int] size = [16, 6, 64, 32]"
1066,"Tensor<[1024, 192]> input = ?","List[int] size = [16, 64, 192]"
1067,"Tensor<[16, 64, 192]> input = ?","List[int] size = [1, 4, 4, 8, 8, 192]"
1068,"Tensor<[1, 32, 32, 192]> input = ?","List[int] size = [1024, 192]"
1069,"Tensor<[1024, 768]> input = ?","List[int] size = [1, 32, 32, 768]"
1070,"Tensor<[1, 32, 32, 768]> input = ?","List[int] size = [1024, 768]"
1071,"Tensor<[16, 6, 64, 64]> input = ?","List[int] size = [1, 16, 6, 64, 64]"
1072,"Tensor<[1, 16, 6, 64, 64]> input = ?","List[int] size = [-1, 6, 64, 64]"
1073,"Tensor<[1, 16, 16, 768]> input = ?","List[int] size = [256, 768]"
1074,"Tensor<[256, 384]> input = ?","List[int] size = [1, 16, 16, 384]"
1075,"Tensor<[225, 12]> input = ?","List[int] size = [1, 15, 15, 12]"
1076,"Tensor<[1, 15, 15, 12]> input = ?","List[int] size = [-1, 12]"
1077,"Tensor<[4096, 12]> input = ?","List[int] size = [64, 64, -1]"
1078,"Tensor<[1, 16, 16, 384]> input = ?","List[int] size = [1, 2, 8, 2, 8, 384]"
1079,"Tensor<[4, 64, 384]> input = ?","List[int] size = [256, 384]"
1080,"Tensor<[256, 1152]> input = ?","List[int] size = [4, 64, 1152]"
1081,"Tensor<[4, 64, 1152]> input = ?","List[int] size = [4, 64, 3, 12, 32]"
1082,"Tensor<[48, 64, 64]> input = ?","List[int] size = [4, 12, 64, 64]"
1083,"Tensor<[4, 12, 64, 64]> input = ?","List[int] size = [48, 64, 64]"
1084,"Tensor<[48, 64, 32]> input = ?","List[int] size = [4, 12, 64, 32]"
1085,"Tensor<[256, 384]> input = ?","List[int] size = [4, 64, 384]"
1086,"Tensor<[4, 64, 384]> input = ?","List[int] size = [1, 2, 2, 8, 8, 384]"
1087,"Tensor<[1, 16, 16, 384]> input = ?","List[int] size = [256, 384]"
1088,"Tensor<[256, 1536]> input = ?","List[int] size = [1, 16, 16, 1536]"
1089,"Tensor<[1, 16, 16, 1536]> input = ?","List[int] size = [256, 1536]"
1090,"Tensor<[4, 12, 64, 64]> input = ?","List[int] size = [1, 4, 12, 64, 64]"
1091,"Tensor<[1, 4, 12, 64, 64]> input = ?","List[int] size = [-1, 12, 64, 64]"
1092,"Tensor<[1, 8, 8, 1536]> input = ?","List[int] size = [64, 1536]"
1093,"Tensor<[64, 768]> input = ?","List[int] size = [1, 8, 8, 768]"
1094,"Tensor<[225, 24]> input = ?","List[int] size = [1, 15, 15, 24]"
1095,"Tensor<[1, 15, 15, 24]> input = ?","List[int] size = [-1, 24]"
1096,"Tensor<[4096, 24]> input = ?","List[int] size = [64, 64, -1]"
1097,"Tensor<[1, 8, 8, 768]> input = ?","List[int] size = [1, 1, 8, 1, 8, 768]"
1098,"Tensor<[1, 1, 1, 8, 8, 768]> input = ?","List[int] size = [1, 64, 768]"
1099,"Tensor<[1, 64, 768]> input = ?","List[int] size = [64, 768]"
1100,"Tensor<[64, 2304]> input = ?","List[int] size = [1, 64, 2304]"
1101,"Tensor<[1, 64, 2304]> input = ?","List[int] size = [1, 64, 3, 24, 32]"
1102,"Tensor<[1, 24, 64, 32]> input = ?","List[int] size = [24, 64, 32]"
1103,"Tensor<[1, 24, 32, 64]> input = ?","List[int] size = [24, 32, 64]"
1104,"Tensor<[24, 64, 64]> input = ?","List[int] size = [1, 24, 64, 64]"
1105,"Tensor<[1, 24, 64, 64]> input = ?","List[int] size = [24, 64, 64]"
1106,"Tensor<[24, 64, 32]> input = ?","List[int] size = [1, 24, 64, 32]"
1107,"Tensor<[64, 768]> input = ?","List[int] size = [1, 64, 768]"
1108,"Tensor<[1, 64, 768]> input = ?","List[int] size = [1, 1, 1, 8, 8, 768]"
1109,"Tensor<[1, 1, 8, 1, 8, 768]> input = ?","List[int] size = [1, 8, 8, 768]"
1110,"Tensor<[1, 8, 8, 768]> input = ?","List[int] size = [64, 768]"
1111,"Tensor<[64, 3072]> input = ?","List[int] size = [1, 8, 8, 3072]"
1112,"Tensor<[1, 8, 8, 3072]> input = ?","List[int] size = [64, 3072]"
1113,"Tensor<[1, 10]> input = ?","List[int] size = [-1, 10]"
1114,"Tensor<[1, 10, 768]> input = ?","List[int] size = [1, -1, 12, 64]"
1115,"Tensor<[1, 10, 12, 64]> input = ?","List[int] size = [1, -1, 768]"
1116,"Tensor<[1, 12, 64, 1]> input = ?","List[int] size = [12, 64, 1]"
1117,"Tensor<[12, 1, 1]> input = ?","List[int] size = [1, 12, 1, 1]"
1118,"Tensor<[1, 12, 1, 1]> input = ?","List[int] size = [12, 1, 1]"
1119,"Tensor<[1, 1, 12, 64]> input = ?","List[int] size = [1, -1, 768]"
1120,"Tensor<[12, 1, 10]> input = ?","List[int] size = [1, 12, 1, 10]"
1121,"Tensor<[1, 12, 1, 10]> input = ?","List[int] size = [12, 1, 10]"
1122,"Tensor<[1, 12, 64, 2]> input = ?","List[int] size = [12, 64, 2]"
1123,"Tensor<[12, 1, 2]> input = ?","List[int] size = [1, 12, 1, 2]"
1124,"Tensor<[1, 12, 1, 2]> input = ?","List[int] size = [12, 1, 2]"
1125,"Tensor<[1, 12, 2, 64]> input = ?","List[int] size = [12, 2, 64]"
1126,"Tensor<[1, 12, 64, s0 + 1]> input = ?","List[int] size = [12, 64, <s0 + 1>]"
1127,"Tensor<[12, 1, s0 + 1]> input = ?","List[int] size = [1, 12, 1, <s0 + 1>]"
1128,"Tensor<[1, 12, 1, s0 + 1]> input = ?","List[int] size = [12, 1, <s0 + 1>]"
1129,"Tensor<[1, 12, s0 + 1, 64]> input = ?","List[int] size = [12, <s0 + 1>, 64]"
1130,"Tensor<[1, 10, 1024]> input = ?","List[int] size = [10, 1024]"
1131,"Tensor<[10, 1024]> input = ?","List[int] size = [1, 10, 1024]"
1132,"Tensor<[1, 10, 1024]> input = ?","List[int] size = [1, -1, 16, 64]"
1133,"Tensor<[1, 16, 10, 64]> input = ?","List[int] size = [16, 10, 64]"
1134,"Tensor<[1, 16, 64, 10]> input = ?","List[int] size = [16, 64, 10]"
1135,"Tensor<[16, 10, 10]> input = ?","List[int] size = [1, 16, 10, 10]"
1136,"Tensor<[1, 16, 10, 10]> input = ?","List[int] size = [16, 10, 10]"
1137,"Tensor<[16, 10, 64]> input = ?","List[int] size = [1, 16, 10, 64]"
1138,"Tensor<[1, 10, 16, 64]> input = ?","List[int] size = [1, -1, 1024]"
1139,"Tensor<[10, 4096]> input = ?","List[int] size = [1, 10, 4096]"
1140,"Tensor<[1, 10, 4096]> input = ?","List[int] size = [10, 4096]"
1141,"Tensor<[1, 16, 64, 1]> input = ?","List[int] size = [16, 64, 1]"
1142,"Tensor<[16, 1, 1]> input = ?","List[int] size = [1, 16, 1, 1]"
1143,"Tensor<[1, 16, 1, 1]> input = ?","List[int] size = [16, 1, 1]"
1144,"Tensor<[1, 1, 16, 64]> input = ?","List[int] size = [1, -1, 1024]"
1145,"Tensor<[16, 1, 10]> input = ?","List[int] size = [1, 16, 1, 10]"
1146,"Tensor<[1, 16, 1, 10]> input = ?","List[int] size = [16, 1, 10]"
1147,"Tensor<[1, 16, 64, 2]> input = ?","List[int] size = [16, 64, 2]"
1148,"Tensor<[16, 1, 2]> input = ?","List[int] size = [1, 16, 1, 2]"
1149,"Tensor<[1, 16, 1, 2]> input = ?","List[int] size = [16, 1, 2]"
1150,"Tensor<[1, 16, 2, 64]> input = ?","List[int] size = [16, 2, 64]"
1151,"Tensor<[1, 16, 64, s0 + 1]> input = ?","List[int] size = [16, 64, <s0 + 1>]"
1152,"Tensor<[16, 1, s0 + 1]> input = ?","List[int] size = [1, 16, 1, <s0 + 1>]"
1153,"Tensor<[1, 16, 1, s0 + 1]> input = ?","List[int] size = [16, 1, <s0 + 1>]"
1154,"Tensor<[1, 16, s0 + 1, 64]> input = ?","List[int] size = [16, <s0 + 1>, 64]"
1155,"Tensor<[1, 10, 512]> input = ?","List[int] size = [10, 512]"
1156,"Tensor<[10, 512]> input = ?","List[int] size = [1, 10, 512]"
1157,"Tensor<[1, 10, 512]> input = ?","List[int] size = [1, -1, 8, 64]"
1158,"Tensor<[1, 8, 10, 64]> input = ?","List[int] size = [8, 10, 64]"
1159,"Tensor<[1, 8, 64, 10]> input = ?","List[int] size = [8, 64, 10]"
1160,"Tensor<[8, 10, 10]> input = ?","List[int] size = [1, 8, 10, 10]"
1161,"Tensor<[1, 8, 10, 10]> input = ?","List[int] size = [8, 10, 10]"
1162,"Tensor<[8, 10, 64]> input = ?","List[int] size = [1, 8, 10, 64]"
1163,"Tensor<[1, 10, 8, 64]> input = ?","List[int] size = [1, -1, 512]"
1164,"Tensor<[10, 2048]> input = ?","List[int] size = [1, 10, 2048]"
1165,"Tensor<[1, 10, 2048]> input = ?","List[int] size = [10, 2048]"
1166,"Tensor<[1, 1, 512]> input = ?","List[int] size = [1, -1, 8, 64]"
1167,"Tensor<[1, 8, 1, 64]> input = ?","List[int] size = [8, 1, 64]"
1168,"Tensor<[1, 8, 64, 1]> input = ?","List[int] size = [8, 64, 1]"
1169,"Tensor<[8, 1, 1]> input = ?","List[int] size = [1, 8, 1, 1]"
1170,"Tensor<[1, 8, 1, 1]> input = ?","List[int] size = [8, 1, 1]"
1171,"Tensor<[8, 1, 64]> input = ?","List[int] size = [1, 8, 1, 64]"
1172,"Tensor<[1, 1, 8, 64]> input = ?","List[int] size = [1, -1, 512]"
1173,"Tensor<[8, 1, 10]> input = ?","List[int] size = [1, 8, 1, 10]"
1174,"Tensor<[1, 8, 1, 10]> input = ?","List[int] size = [8, 1, 10]"
1175,"Tensor<[1, 2048]> input = ?","List[int] size = [1, 1, 2048]"
1176,"Tensor<[1, 1, 2048]> input = ?","List[int] size = [1, 2048]"
1177,"Tensor<[1, 8, 64, 2]> input = ?","List[int] size = [8, 64, 2]"
1178,"Tensor<[8, 1, 2]> input = ?","List[int] size = [1, 8, 1, 2]"
1179,"Tensor<[1, 8, 1, 2]> input = ?","List[int] size = [8, 1, 2]"
1180,"Tensor<[1, 8, 2, 64]> input = ?","List[int] size = [8, 2, 64]"
1181,"Tensor<[1, 8, 64, s0 + 1]> input = ?","List[int] size = [8, 64, <s0 + 1>]"
1182,"Tensor<[8, 1, s0 + 1]> input = ?","List[int] size = [1, 8, 1, <s0 + 1>]"
1183,"Tensor<[1, 8, 1, s0 + 1]> input = ?","List[int] size = [8, 1, <s0 + 1>]"
1184,"Tensor<[1, 8, s0 + 1, 64]> input = ?","List[int] size = [8, <s0 + 1>, 64]"
1185,"Tensor<[9, 768]> input = ?","List[int] size = [1, 9, 768]"
1186,"Tensor<[1, 9, 768]> input = ?","List[int] size = [1, 9, 12, 64]"
1187,"Tensor<[1, 12, 9, 64]> input = ?","List[int] size = [12, 9, 64]"
1188,"Tensor<[1, 12, 64, 9]> input = ?","List[int] size = [12, 64, 9]"
1189,"Tensor<[12, 9, 9]> input = ?","List[int] size = [1, 12, 9, 9]"
1190,"Tensor<[1, 12, 9, 9]> input = ?","List[int] size = [12, 9, 9]"
1191,"Tensor<[12, 9, 64]> input = ?","List[int] size = [1, 12, 9, 64]"
1192,"Tensor<[9, 3072]> input = ?","List[int] size = [1, 9, 3072]"
1193,"Tensor<[1, 9, 3072]> input = ?","List[int] size = [9, 3072]"
1194,"Tensor<[1, 14, 128]> input = ?","List[int] size = [14, 128]"
1195,"Tensor<[14, 768]> input = ?","List[int] size = [1, 14, 768]"
1196,"Tensor<[1, 14, 768]> input = ?","List[int] size = [14, 768]"
1197,"Tensor<[1, 14, 768]> input = ?","List[int] size = [1, 14, 12, 64]"
1198,"Tensor<[1, 12, 14, 64]> input = ?","List[int] size = [12, 14, 64]"
1199,"Tensor<[1, 12, 64, 14]> input = ?","List[int] size = [12, 64, 14]"
1200,"Tensor<[12, 14, 14]> input = ?","List[int] size = [1, 12, 14, 14]"
1201,"Tensor<[1, 12, 14, 14]> input = ?","List[int] size = [12, 14, 14]"
1202,"Tensor<[12, 14, 64]> input = ?","List[int] size = [1, 12, 14, 64]"
1203,"Tensor<[14, 3072]> input = ?","List[int] size = [1, 14, 3072]"
1204,"Tensor<[1, 14, 3072]> input = ?","List[int] size = [14, 3072]"
1205,"Tensor<[14, 2]> input = ?","List[int] size = [1, 14, 2]"
1206,"Tensor<[1, 512, 7, 7]> input = ?","List[int] size = [1, 25088]"
1207,"Tensor<[197, 1, 768]> input = ?","List[int] size = [197, 768]"
1208,"Tensor<[197, 2304]> input = ?","List[int] size = [197, 1, 2304]"
1209,"Tensor<[197, 1, 2304]> input = ?","List[int] size = [197, 1, 3, 768]"
1210,"Tensor<[197, 1, 768]> input = ?","List[int] size = [197, 12, 64]"
1211,"Tensor<[197, 1, 12, 64]> input = ?","List[int] size = [197, 768]"
1212,"Tensor<[197, 768]> input = ?","List[int] size = [197, 1, 768]"
1213,"Tensor<[50, 1, 768]> input = ?","List[int] size = [50, 768]"
1214,"Tensor<[50, 2304]> input = ?","List[int] size = [50, 1, 2304]"
1215,"Tensor<[50, 1, 2304]> input = ?","List[int] size = [50, 1, 3, 768]"
1216,"Tensor<[50, 1, 768]> input = ?","List[int] size = [50, 12, 64]"
1217,"Tensor<[50, 1, 12, 64]> input = ?","List[int] size = [50, 768]"
1218,"Tensor<[50, 768]> input = ?","List[int] size = [50, 1, 768]"
1219,"Tensor<[1, 1280, 37, 37]> input = ?","List[int] size = [1, 1280, 1369]"
1220,"Tensor<[1370, 1, 1280]> input = ?","List[int] size = [1370, 1280]"
1221,"Tensor<[1370, 3840]> input = ?","List[int] size = [1370, 1, 3840]"
1222,"Tensor<[1370, 1, 3840]> input = ?","List[int] size = [1370, 1, 3, 1280]"
1223,"Tensor<[1370, 1, 1280]> input = ?","List[int] size = [1370, 16, 80]"
1224,"Tensor<[16, 1370, 80]> input = ?","List[int] size = [1, 16, 1370, 80]"
1225,"Tensor<[1370, 1, 16, 80]> input = ?","List[int] size = [1370, 1280]"
1226,"Tensor<[1370, 1280]> input = ?","List[int] size = [1370, 1, 1280]"
1227,"Tensor<[1, 1370, 1280]> input = ?","List[int] size = [1370, 1280]"
1228,"Tensor<[1370, 5120]> input = ?","List[int] size = [1, 1370, 5120]"
1229,"Tensor<[1, 1370, 5120]> input = ?","List[int] size = [1370, 5120]"
1230,"Tensor<[1370, 1280]> input = ?","List[int] size = [1, 1370, 1280]"
1231,"Tensor<[197, 1, 1024]> input = ?","List[int] size = [197, 1024]"
1232,"Tensor<[197, 3072]> input = ?","List[int] size = [197, 1, 3072]"
1233,"Tensor<[197, 1, 3072]> input = ?","List[int] size = [197, 1, 3, 1024]"
1234,"Tensor<[197, 1, 1024]> input = ?","List[int] size = [197, 16, 64]"
1235,"Tensor<[197, 1, 16, 64]> input = ?","List[int] size = [197, 1024]"
1236,"Tensor<[197, 1024]> input = ?","List[int] size = [197, 1, 1024]"
1237,"Tensor<[1, 1024, 7, 7]> input = ?","List[int] size = [1, 1024, 49]"
1238,"Tensor<[50, 1, 1024]> input = ?","List[int] size = [50, 1024]"
1239,"Tensor<[50, 3072]> input = ?","List[int] size = [50, 1, 3072]"
1240,"Tensor<[50, 1, 3072]> input = ?","List[int] size = [50, 1, 3, 1024]"
1241,"Tensor<[50, 1, 1024]> input = ?","List[int] size = [50, 16, 64]"
1242,"Tensor<[16, 50, 64]> input = ?","List[int] size = [1, 16, 50, 64]"
1243,"Tensor<[50, 1, 16, 64]> input = ?","List[int] size = [50, 1024]"
1244,"Tensor<[50, 1024]> input = ?","List[int] size = [50, 1, 1024]"
1245,"Tensor<[1, 50, 1024]> input = ?","List[int] size = [50, 1024]"
1246,"Tensor<[50, 4096]> input = ?","List[int] size = [1, 50, 4096]"
1247,"Tensor<[1, 50, 4096]> input = ?","List[int] size = [50, 4096]"
1248,"Tensor<[50, 1024]> input = ?","List[int] size = [1, 50, 1024]"
