Variation #,Input,Other
340,"Tensor<[16, 6, 49, 32]> input = ?",Tensor other = 0.1767766952966369
341,"Tensor<[4, 12, 49, 32]> input = ?",Tensor other = 0.1767766952966369
342,"Tensor<[1, 24, 49, 32]> input = ?",Tensor other = 0.1767766952966369
343,"Tensor<[1, 4, 64, 64]> input = ?",Tensor other = 16
344,"Tensor<[64, 4, 64, 64]> input = ?","Tensor<[4, 1, 1]> other = ?"
345,"Tensor<[1, 8, 64, 64]> input = ?",Tensor other = 16
346,"Tensor<[16, 8, 64, 64]> input = ?","Tensor<[8, 1, 1]> other = ?"
347,"Tensor<[1, 16, 64, 64]> input = ?",Tensor other = 16
348,"Tensor<[4, 16, 64, 64]> input = ?","Tensor<[16, 1, 1]> other = ?"
349,"Tensor<[1, 32, 64, 64]> input = ?",Tensor other = 16
350,"Tensor<[1, 32, 64, 64]> input = ?","Tensor<[32, 1, 1]> other = ?"
351,"Tensor<[1, 3, 64, 64]> input = ?",Tensor other = 16
352,"Tensor<[64, 3, 64, 64]> input = ?","Tensor<[3, 1, 1]> other = ?"
353,"Tensor<[1, 6, 64, 64]> input = ?",Tensor other = 16
354,"Tensor<[16, 6, 64, 64]> input = ?","Tensor<[6, 1, 1]> other = ?"
355,"Tensor<[1, 12, 64, 64]> input = ?",Tensor other = 16
356,"Tensor<[4, 12, 64, 64]> input = ?","Tensor<[12, 1, 1]> other = ?"
357,"Tensor<[1, 24, 64, 64]> input = ?",Tensor other = 16
358,"Tensor<[1, 24, 64, 64]> input = ?","Tensor<[24, 1, 1]> other = ?"
359,"Tensor<[1, 10, 768]> input = ?","Tensor<[1, 10, 1]> other = ?"
360,Tensor<[768]> input = ?,"Tensor<[1, 10, 768]> other = ?"
361,"Tensor<[10, 10]> input = ?",Tensor other = 16
362,"Tensor<[10, 10]> input = ?",Tensor other = 8
363,"Tensor<[1, 1, 768]> input = ?","Tensor<[1, 1, 1]> other = ?"
364,Tensor<[768]> input = ?,"Tensor<[1, 1, 768]> other = ?"
365,"Tensor<[1, 1, 768]> input = ?",Tensor other = 0.03608439182435161
366,"Tensor<[1, 10, 1024]> input = ?","Tensor<[1, 10, 1]> other = ?"
367,Tensor<[1024]> input = ?,"Tensor<[1, 10, 1024]> other = ?"
368,"Tensor<[1, 1, 1024]> input = ?","Tensor<[1, 1, 1]> other = ?"
369,Tensor<[1024]> input = ?,"Tensor<[1, 1, 1024]> other = ?"
370,"Tensor<[1, 1, 1024]> input = ?",Tensor other = 0.03125
371,"Tensor<[1, 10, 512]> input = ?","Tensor<[1, 10, 1]> other = ?"
372,Tensor<[512]> input = ?,"Tensor<[1, 10, 512]> other = ?"
373,"Tensor<[1, 1, 512]> input = ?",Tensor other = 0.04419417382415922
374,"Tensor<[1, 9, 3072]> input = ?",Tensor other = 0.5
375,"Tensor<[1, 9, 3072]> input = ?",Tensor other = 0.044715
376,"Tensor<[1, 9, 3072]> input = ?",Tensor other = 0.7978845608028654
377,"Tensor<[1, 9, 3072]> input = ?","Tensor<[1, 9, 3072]> other = ?"
378,"Tensor<[1, 1, 1, 14]> input = ?",Tensor other = -3.4028234663852886e+38
379,"Tensor<[1, 14, 3072]> input = ?",Tensor other = 0.5
380,"Tensor<[1, 14, 3072]> input = ?",Tensor other = 0.044715
381,"Tensor<[1, 14, 3072]> input = ?",Tensor other = 0.7978845608028654
382,"Tensor<[1, 14, 3072]> input = ?","Tensor<[1, 14, 3072]> other = ?"
